gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
C4orf17	331308	847	9	141750	38394	0	1	0	0	50	0	2820096	1.864076e-01	1
OR51I2	99042	1030	1	116262	36504	0	1	0	0	50	1	3006288	1.867296e-01	1
SLTM	532170	212	23	410346	105948	0	1	0	0	50	0	3325050	1.875627e-01	1
WNT2	331093	392	5	140562	37476	0	1	0	0	50	0	3241998	1.878420e-01	1
SERPINB2	152044	522	12	164160	42552	0	1	0	0	50	1	3975480	1.895879e-01	1
MYBL1	329076	140	37	300186	75492	0	1	0	0	50	2	2916108	1.896260e-01	1
HHLA2	281982	859	7	165132	41742	0	1	0	0	50	0	3273858	1.905161e-01	1
RBM11	99517	964	-30	111402	28566	0	1	0	0	50	3	3294540	1.910691e-01	1
PTK7	1273888	301	39	413694	119124	0	2	0	0	50	1	3989412	1.910923e-01	1
YIF1A	2133752	236	53	112860	34884	0	1	0	0	50	2	3713526	1.910932e-01	1
SSH3	1369264	177	44	253584	75600	0	3	1	0	44	2	2851092	1.912965e-01	1
VPS41	139398	862	3	352026	81972	0	1	0	0	50	1	2979180	1.926344e-01	1
OR4S2	1295	1091	-20	118044	33588	0	1	0	0	50	2	2906712	1.929485e-01	1
CENPQ	64168	1198	-6	109944	25974	0	1	0	0	50	2	2782998	1.930409e-01	1
HOXA7	356045	385	28	87534	25380	0	1	0	0	50	2	3444984	1.932345e-01	1
SPIN4	90301	NaN	-19	94176	27324	0	1	0	0	50	3	3314196	1.936461e-01	1
MKRN1	359405	521	24	189486	50112	0	1	0	0	50	0	4208652	1.939294e-01	1
CD79A	1360684	454	23	88128	24786	0	1	0	0	50	2	2836350	1.940544e-01	1
WDR44	131060	NaN	25	361314	95202	0	2	0	0	50	0	2616246	1.942963e-01	1
OR56A1	432250	877	-13	118584	37098	0	1	0	0	50	1	2752326	1.949005e-01	1
C7orf57	127890	364	24	117450	31428	0	1	0	0	50	1	3050784	1.952078e-01	1
CYR61	296507	345	13	147636	40608	0	1	0	0	50	0	3373920	1.955454e-01	1
ATPBD4	189209	811	-14	133110	33102	0	1	0	0	50	2	3500874	1.970863e-01	1
TNFSF11	188787	595	67	123120	34020	0	1	0	0	50	0	2634066	1.974003e-01	1
CLMN	207561	612	30	390312	104922	0	1	0	0	50	0	2888730	1.975097e-01	1
OR8D1	154391	921	-14	114912	35100	0	1	0	0	50	2	2937006	1.981833e-01	1
QPCT	495490	182	32	140400	39420	0	1	0	0	50	0	2891700	1.983623e-01	1
AZU1	2168802	198	28	94230	31158	0	1	0	0	50	2	3424896	1.984180e-01	1
OR2L2	20939	1015	-27	117828	34938	0	1	0	0	50	4	3436290	1.987567e-01	1
TOMM40L	731911	229	39	120312	35046	0	1	0	0	50	2	3606822	1.992051e-01	1
FTMT	70878	920	-16	90612	27810	0	1	0	0	50	2	3102354	1.993662e-01	1
C7orf42	490088	228	41	123066	33912	0	1	0	0	50	0	2505060	1.993952e-01	1
OR13A1	126925	808	26	123336	37206	0	1	0	0	50	1	3050730	1.994651e-01	1
RNF133	53042	1027	6	143586	39960	0	1	0	0	50	3	3504870	1.995175e-01	1
C9orf131	782447	350	42	403002	125442	0	1	0	0	50	2	3770280	1.995702e-01	1
OR5H2	414958	885	-14	119286	33804	0	1	0	0	50	2	2812320	1.998624e-01	1
FPR3	435870	690	-35	133164	39528	0	1	0	0	50	1	3117474	2.001665e-01	1
ZNF91	410897	1524	-57	466398	114858	0	2	0	0	50	2	4172202	2.007562e-01	1
BDKRB2	330952	500	10	148014	43794	0	1	0	0	50	0	3186324	2.011871e-01	1
DCDC1	84163	938	-25	139698	37368	0	1	0	0	50	2	3547260	2.014927e-01	1
ADA	801801	171	42	145098	38934	0	1	0	0	50	0	3068496	2.016967e-01	1
ST8SIA3	298355	599	9	147366	39744	0	1	0	0	50	1	3466800	2.020969e-01	1
CLN6	376180	365	33	120204	35316	0	1	0	0	50	0	2653992	2.023221e-01	1
C18orf54	109698	451	33	148338	37476	0	1	0	0	50	2	3775140	2.023667e-01	1
GPR4	1029266	194	44	133812	42606	0	1	0	0	50	1	3917214	2.030398e-01	1
MC3R	254407	729	-58	121608	35856	0	1	0	0	50	2	3519882	2.034226e-01	1
RPF1	238252	685	-2	139374	36234	0	1	0	0	50	0	2858652	2.040561e-01	1
IPO9	764022	208	26	408240	113400	0	1	0	0	50	2	3918780	2.041951e-01	1
GLUL	349818	783	5	146880	38772	0	1	0	0	50	1	3710664	2.043547e-01	1
RBM26	161846	521	30	385074	104976	0	1	0	0	50	2	3595266	2.046077e-01	1
GPR15	390532	796	2	135000	40122	0	1	0	0	50	1	2960388	2.049594e-01	1
CCDC158	539298	436	24	443934	112374	0	2	0	0	50	0	3079134	2.055959e-01	1
POU5F2	263452	587	3	120528	39690	0	1	0	0	50	1	3235464	2.064654e-01	1
F9	69360	NaN	0	183222	46170	0	1	0	0	50	0	3379482	2.065507e-01	1
TRIB3	879317	185	41	130086	46008	0	1	0	0	50	0	3177846	2.072532e-01	1
DEDD2	790787	299	37	119016	42498	0	1	0	0	50	1	3865698	2.081163e-01	1
ARFRP1	1126597	202	36	81108	21762	0	1	0	0	50	3	2788290	2.089391e-01	1
INTS3	1687837	175	33	414990	110700	0	1	0	0	50	0	2972808	2.102101e-01	1
OXGR1	111002	623	-10	127872	37044	0	1	0	0	50	2	3193236	2.106904e-01	1
RNF144B	322018	573	-11	119934	32346	0	1	0	0	50	0	2243376	2.108446e-01	1
LIAS	648710	177	43	148662	39420	0	1	0	0	50	1	3354912	2.115342e-01	1
DEGS1	638932	174	13	126468	32292	0	1	0	0	50	2	3218292	2.116350e-01	1
SQLE	518053	572	19	209196	60372	0	1	0	0	35	2	1892322	2.121327e-01	1
MRI1	767214	289	6	148392	50058	0	1	0	0	50	1	4224852	2.129394e-01	1
ARMC8	199119	358	18	272916	72468	0	1	0	0	50	3	2755080	2.131830e-01	1
CAPRIN2	286973	420	-8	440208	119016	0	1	0	0	50	1	3413394	2.140531e-01	1
NLRP4	959325	484	-56	386100	103302	0	2	0	0	40	3	4010742	2.143728e-01	1
MC1R	1207036	221	45	114750	39798	0	1	0	0	50	3	3724002	2.149284e-01	1
TBCCD1	676664	501	35	215460	60264	0	1	0	0	50	0	3812994	2.150148e-01	1
MXD3	942017	227	53	89964	27000	0	1	0	0	50	3	3007962	2.150515e-01	1
PLA2G4E	733131	267	42	328428	91476	0	1	0	0	50	2	3092850	2.150521e-01	1
MAVS	740484	241	42	199962	66852	0	1	0	0	50	0	4024350	2.150764e-01	1
OR2M3	19998	935	-32	116640	35316	0	1	0	0	50	2	2861136	2.154931e-01	1
MED15	474817	286	44	309582	85212	0	1	0	0	50	3	3252960	2.158485e-01	1
PRDM10	631721	248	1	456894	125820	0	1	0	0	50	0	3331692	2.161271e-01	1
CD200	260383	621	20	114264	32994	0	1	1	0	50	3	2862540	2.162264e-01	1
MPRIP	783403	214	11	412614	113238	0	1	0	0	50	1	3688200	2.165120e-01	1
FOXR2	89607	NaN	10	121014	30618	0	1	0	0	50	3	3199392	2.170712e-01	1
RIPK3	897133	265	40	200124	57942	0	1	0	0	50	0	3917214	2.173282e-01	1
CDH2	43239	931	-16	351972	98550	0	1	0	0	50	2	3156354	2.177219e-01	1
ORC5L	152701	927	0	187866	48006	0	1	0	0	50	0	3140964	2.180893e-01	1
CTNNA3	14523	1168	-41	352188	94284	0	2	0	0	50	2	3152250	2.183415e-01	1
CD1C	120861	833	3	129816	35748	0	1	0	0	50	1	2736666	2.188208e-01	1
C2orf89	725789	275	5	173124	52542	0	1	0	0	50	1	4280634	2.193062e-01	1
TMIGD2	2127558	220	33	109026	31428	0	1	0	0	50	1	2632068	2.200388e-01	1
FAM71F1	875359	304	30	134298	37584	0	1	0	0	50	2	2994030	2.203917e-01	1
ZDHHC3	472994	290	36	162756	41850	0	1	0	0	50	0	2990088	2.213938e-01	1
VPS37A	251352	387	6	159300	40932	0	1	0	0	50	0	2643462	2.221088e-01	1
SEC23IP	450354	404	39	392094	106380	0	2	0	0	50	2	3471552	2.230458e-01	1
CACNA2D1	58044	982	4	446796	108540	0	1	0	0	50	2	3748248	2.230579e-01	1
ARID2	820796	602	10	699300	205956	0	2	0	0	50	3	3664116	2.231834e-01	1
TMEM132C	NaN	NaN	NaN	416016	128142	0	2	0	0	50	6	6141798	2.236926e-01	1
SELL	293592	597	13	156654	36126	0	1	0	0	50	1	2833380	2.244921e-01	1
PLSCR3	1911735	206	36	111402	36342	0	1	0	0	50	2	3348000	2.245135e-01	1
TTC29	34493	970	-9	191592	46872	0	1	0	0	50	1	3730968	2.249408e-01	1
CAPS2	110847	692	-32	227826	54378	0	1	0	0	50	0	3639384	2.253365e-01	1
CSDE1	600480	472	3	333558	89424	0	1	0	0	50	2	2916108	2.256592e-01	1
T	141864	323	-23	168048	48384	0	1	0	0	50	0	3366846	2.256807e-01	1
GRIA1	67092	914	-3	370332	99468	0	1	0	0	50	1	2936790	2.260806e-01	1
GSDMC	258154	428	13	203580	52218	0	1	0	0	50	0	3277098	2.269310e-01	1
TSPAN33	787448	408	51	111240	31320	0	1	0	0	50	5	3898476	2.273834e-01	1
ACCN5	43787	643	-2	201636	50436	0	1	0	0	50	0	3177090	2.274227e-01	1
OR1N1	373314	646	3	116154	35478	0	1	0	0	50	5	3390066	2.279171e-01	1
HPD	829168	195	44	159678	41040	0	1	0	0	50	0	2958984	2.280906e-01	1
A2ML1	300254	407	12	572400	157572	0	1	0	0	50	0	3659256	2.283499e-01	1
GRM6	434745	839	2	325944	106596	0	2	0	0	50	1	3020544	2.287972e-01	1
TRADD	1093307	150	47	115074	39636	0	1	0	0	50	1	3403620	2.290201e-01	1
PABPC4L	NaN	NaN	NaN	164754	44388	0	1	0	0	50	6	6058044	2.295015e-01	1
GABRG1	36353	926	-2	183924	47736	0	1	0	0	50	1	3305124	2.298725e-01	1
FMO1	427825	968	-4	207792	56430	0	1	0	0	50	0	3367656	2.302533e-01	1
BLVRA	690958	250	45	117612	31590	0	1	0	0	50	3	3216996	2.305148e-01	1
SLC9A10	268687	508	22	473364	117288	0	1	0	0	50	2	3679074	2.311101e-01	1
C21orf58	940047	624	53	121122	40392	0	1	0	0	50	2	3183030	2.313834e-01	1
EFNB2	167697	1267	2	129924	35316	0	1	0	0	50	1	2687634	2.313892e-01	1
UGT2B7	21319	782	12	207630	53514	0	1	0	0	50	0	3222450	2.319723e-01	1
TNFSF9	836909	212	21	90936	34614	0	1	0	0	50	1	2561490	2.319817e-01	1
IQSEC1	516922	406	48	435888	133380	0	1	0	0	50	1	3868236	2.320656e-01	1
ING5	1323203	406	32	98010	23976	0	1	0	0	50	4	3175578	2.322670e-01	1
ZC3H15	269890	299	10	173394	39960	0	1	0	0	50	0	2713770	2.323999e-01	1
ZNF177	401242	705	-65	190998	46494	0	1	0	0	50	3	4650210	2.324056e-01	1
GPR20	219865	239	41	128466	46656	0	1	0	0	50	0	2870532	2.327805e-01	1
ROCK2	495833	170	25	563544	132246	0	1	0	0	50	0	3465828	2.334544e-01	1
EVI5L	836245	270	24	314550	89802	0	1	0	0	50	2	3118608	2.345418e-01	1
OR51S1	66543	987	-3	117396	39906	0	1	0	0	50	2	2665980	2.347582e-01	1
FPR2	436280	690	-24	130032	41688	0	1	0	0	50	1	2513322	2.348006e-01	1
WDFY1	307044	251	22	166212	40986	0	1	0	0	50	1	3580632	2.349533e-01	1
FAM110B	190462	601	15	138618	41688	0	1	0	0	50	0	2695950	2.353678e-01	1
HAUS8	945446	386	30	160920	45306	0	1	0	0	50	0	2886516	2.355010e-01	1
PSMD13	1463610	437	24	162972	41148	0	1	0	0	50	0	2765826	2.361545e-01	1
KATNAL1	288583	374	48	193860	51246	0	1	0	0	50	0	3129030	2.364256e-01	1
LRRC46	1071489	214	29	124848	36180	0	1	0	0	50	2	2859246	2.365547e-01	1
ALDH16A1	2173457	290	44	298134	102492	0	1	0	0	50	2	3011040	2.367742e-01	1
ZNF621	195638	546	22	169614	46818	0	1	0	0	50	1	3178224	2.369382e-01	1
STAC3	2162032	238	58	147906	36450	0	1	0	0	50	2	3653694	2.369551e-01	1
FEM1C	352735	498	23	234954	66042	0	1	0	0	50	1	4388256	2.370552e-01	1
PDHA2	16119	968	-25	146556	42822	0	1	0	0	50	2	3538620	2.382645e-01	1
KCNJ3	15788	1135	7	190944	54324	0	1	0	0	50	0	3379158	2.385746e-01	1
OR6V1	314565	676	-1	115560	36882	0	1	0	0	50	2	2541078	2.387098e-01	1
ANGEL1	308800	471	39	257040	74898	0	1	0	0	50	3	2518992	2.391443e-01	1
TRIM34	NaN	NaN	NaN	198666	51300	0	1	0	0	50	6	6064956	2.391957e-01	1
OGG1	954590	264	39	226800	59778	0	1	0	0	50	0	3995352	2.400802e-01	1
PTPMT1	1001413	219	34	93906	23220	0	1	0	0	50	2	2746386	2.401966e-01	1
ZMYM2	329235	391	43	547398	137214	0	1	0	0	50	0	3227796	2.410355e-01	1
C10orf140	128481	409	22	337770	104004	0	1	0	0	50	3	3535218	2.414544e-01	1
ELFN2	969938	179	53	302184	96822	0	2	0	0	50	2	2983932	2.416892e-01	1
AKT3	208930	954	-4	201744	47736	0	1	0	0	50	0	3060072	2.417488e-01	1
EPHA7	18346	1054	-25	392742	103140	0	1	0	0	50	5	4335606	2.418220e-01	1
MPPED1	354735	618	-6	111780	31590	0	1	0	0	50	1	2531898	2.430585e-01	1
ERI2	211686	580	23	320004	81270	0	1	0	0	50	4	3076974	2.431086e-01	1
CD300LG	1025836	241	19	141534	43470	0	1	0	0	50	2	3297888	2.434225e-01	1
VANGL1	71378	604	7	200016	59022	0	1	0	0	50	0	3442068	2.441066e-01	1
ZEB1	323935	635	16	439506	114696	0	1	0	0	50	3	3746196	2.442726e-01	1
ACTL7B	336944	471	9	154710	48114	0	1	0	0	50	0	3024918	2.445593e-01	1
EFHD1	301517	211	37	91800	26784	0	1	0	0	50	2	2482326	2.453120e-01	1
FAM124B	310772	460	12	182844	54486	0	1	0	0	50	0	2925018	2.454775e-01	1
FDFT1	470737	360	34	164538	43146	0	1	0	0	50	0	2648484	2.463699e-01	1
LEMD1	662921	249	41	43416	11502	0	1	0	0	9	0	675432	2.467616e-01	1
RNF168	1173736	125	34	223344	58212	0	1	0	0	50	0	3540780	2.467891e-01	1
GNA15	908206	241	21	146232	39906	0	1	0	0	50	0	2814048	2.468390e-01	1
RBBP8	254087	158	40	369036	80190	0	1	0	0	50	1	2513376	2.470315e-01	1
CC2D2B	515809	798	33	162702	39150	0	1	0	0	50	0	2322864	2.471066e-01	1
CDH26	73597	856	-36	326484	92610	0	1	0	0	50	3	3050406	2.476144e-01	1
OR1L8	407749	646	9	115398	35262	0	1	0	0	50	5	3089070	2.477359e-01	1
BAAT	112947	898	-22	158058	47520	0	1	0	0	50	2	3273048	2.479010e-01	1
ZPBP	135352	917	-13	139374	36882	0	1	0	0	50	2	3187296	2.482641e-01	1
PAX9	55912	494	-39	127062	41094	0	1	0	0	50	2	3285954	2.485178e-01	1
HOXA2	356045	385	28	141912	41958	0	1	0	0	50	2	3444984	2.496808e-01	1
CADM3	99569	785	14	168318	47952	0	1	0	0	50	0	2802006	2.504094e-01	1
C4orf37	69244	1096	-24	181548	48816	0	1	0	0	50	6	3948372	2.510595e-01	1
ELF3	751933	168	31	147366	38610	0	1	0	0	50	1	3060882	2.518614e-01	1
TXNDC2	431025	168	34	212166	58698	0	1	0	0	50	0	3004398	2.523221e-01	1
HTR1B	11897	1123	-35	143046	46980	0	1	0	0	50	1	3007800	2.524167e-01	1
FBXW12	1401411	263	32	190026	48762	0	1	0	0	50	1	3323106	2.525149e-01	1
METTL4	247615	485	-5	186462	47952	0	1	0	0	50	1	3140370	2.526808e-01	1
LYAR	146135	584	35	154872	34992	0	1	0	0	50	1	2685636	2.528869e-01	1
PHF7	1078407	229	62	156384	35748	0	1	0	0	50	2	3169530	2.540395e-01	1
OC90	100916	999	6	188946	51786	0	1	0	0	50	2	3583872	2.540630e-01	1
MAGEB10	10745	NaN	16	132084	37692	0	1	0	0	50	2	2755890	2.542324e-01	1
PHTF2	246673	730	25	303588	81972	0	1	0	0	50	3	6956982	2.543025e-01	1
SUCLA2	322899	636	35	183060	49248	0	1	0	0	50	0	2701458	2.546503e-01	1
FAM151A	723136	415	20	220104	69876	0	1	0	0	50	0	3511404	2.547783e-01	1
COL28A1	220971	682	6	442260	127332	0	1	0	0	50	3	3791178	2.549358e-01	1
OR1L4	409923	553	12	116586	35046	0	1	0	0	50	3	2563326	2.550073e-01	1
KCNS3	143212	1197	6	187866	51894	0	1	0	0	50	0	2896236	2.552173e-01	1
TACR3	101583	931	-24	176958	52110	0	1	0	0	50	2	3868884	2.556764e-01	1
LINGO4	1062482	255	29	212922	76410	0	1	0	0	50	0	3401244	2.560443e-01	1
BPIL1	488576	461	43	175122	57672	0	1	0	0	50	2	3948048	2.565444e-01	1
CYP4F12	865205	605	21	206604	56484	0	1	0	0	50	0	3377268	2.566354e-01	1
AIM2	97976	866	8	134838	35586	0	1	0	0	50	4	3400110	2.567122e-01	1
FBXO3	755929	424	15	189054	48276	0	1	0	0	50	0	2910114	2.577378e-01	1
PKP4	212889	532	5	458190	135216	0	1	0	0	50	1	3257334	2.582447e-01	1
TSPYL4	260690	640	16	155196	46818	0	1	0	0	50	3	4256982	2.583082e-01	1
ADAT3	NaN	NaN	NaN	125604	45468	0	1	0	0	50	6	6059124	2.585148e-01	1
PRR5L	196876	169	-1	142884	41634	0	1	0	0	50	1	2806056	2.591508e-01	1
HEPACAM	283718	743	13	156492	50058	0	1	0	0	50	1	3414096	2.596120e-01	1
SETD6	661173	320	1	181548	53676	0	1	0	0	50	0	3143556	2.596889e-01	1
SFPQ	822666	380	36	269190	81054	0	2	0	0	50	2	2500686	2.601569e-01	1
SAAL1	631291	436	20	191808	46818	0	1	0	0	50	2	3762882	2.602887e-01	1
TBC1D22B	516467	376	38	200826	52866	0	1	0	0	50	0	3115476	2.603575e-01	1
APOL1	1237332	331	42	160542	45036	0	1	0	0	50	3	3791124	2.609707e-01	1
RAD54L2	647863	387	39	562788	164268	0	1	0	0	50	1	4019814	2.614398e-01	1
FGR	732210	217	24	207846	56862	0	1	0	0	50	1	4007772	2.615866e-01	1
SHISA9	NaN	NaN	NaN	174852	51300	0	1	0	0	50	6	6064956	2.625574e-01	1
PARD6B	480540	161	43	142506	40068	0	1	0	0	50	1	2492532	2.626852e-01	1
FRMPD2	112127	451	35	510570	144234	0	1	1	0	50	1	3426840	2.629246e-01	1
DPP10	7721	1178	-22	345708	85536	0	2	0	0	50	4	3237300	2.630602e-01	1
LASS5	1040456	192	58	156168	40986	0	1	0	0	50	2	3289572	2.632091e-01	1
SLC39A10	104678	431	3	327942	82242	0	1	0	0	50	2	2393388	2.632515e-01	1
MAP3K9	247989	426	43	423792	127818	0	2	0	0	50	2	3664440	2.633106e-01	1
CFLAR	617625	205	39	197316	51678	0	1	0	0	50	1	3273048	2.633372e-01	1
CCR2	228487	625	39	158382	47844	0	1	0	0	50	0	2276802	2.636607e-01	1
KRT9	1494501	323	11	238086	70038	0	2	0	0	20	1	1661850	2.637169e-01	1
KTN1	687929	308	23	562086	127548	0	1	0	0	50	2	3880062	2.640430e-01	1
PDLIM4	451605	191	40	128412	36666	0	1	0	0	50	1	2835324	2.642452e-01	1
SUCLG2	66926	891	7	188622	51624	0	1	0	0	50	1	3236058	2.645554e-01	1
TXNIP	739922	172	39	152982	42066	0	1	0	0	50	2	3023136	2.647035e-01	1
C9orf100	1202125	248	37	129708	38772	0	2	1	0	17	1	977562	2.656617e-01	1
SLCO1B3	151869	521	-24	277776	72954	0	1	0	0	50	2	4949802	2.662078e-01	1
TAF1A	228041	467	-2	184086	41580	0	1	0	0	50	2	3125628	2.663501e-01	1
TOMM70A	377740	361	20	240408	62694	0	1	0	0	50	0	3521556	2.663860e-01	1
NPC1L1	1577451	363	49	513216	160380	0	2	0	0	50	1	3601422	2.664418e-01	1
ASB6	794813	198	40	166752	41580	0	1	0	0	50	0	2789154	2.673413e-01	1
CORIN	113961	622	44	418392	102438	0	1	0	0	50	0	2356938	2.682986e-01	1
CALCR	197869	823	-10	205200	51246	0	1	0	0	50	1	3480462	2.684004e-01	1
EFCAB6	306296	627	2	596754	152982	0	4	0	0	50	3	2987874	2.692776e-01	1
CELF5	903046	241	39	193698	50760	0	1	0	0	50	1	4050378	2.696840e-01	1
ZBTB24	337228	559	33	279072	72144	0	1	0	0	50	0	3847176	2.696846e-01	1
SHPK	504736	354	20	180198	56646	0	1	0	0	50	1	3548718	2.700450e-01	1
APPL2	233879	387	30	267192	68958	0	1	0	0	50	0	3811158	2.702289e-01	1
FAM83A	519858	171	22	171774	53406	0	1	0	0	50	0	2884086	2.702992e-01	1
GP2	243266	848	-5	211356	57240	0	1	0	0	50	0	3010446	2.705672e-01	1
TAS2R46	371136	676	4	117666	32994	0	1	0	0	50	6	3083076	2.705675e-01	1
RAPSN	1022438	245	47	160434	44820	0	1	0	0	50	2	3622806	2.706398e-01	1
CELF4	55294	588	-11	193968	50490	0	1	0	0	50	1	3969702	2.706718e-01	1
ATOH1	58522	802	24	130410	42120	0	1	0	0	50	1	2848716	2.719379e-01	1
PAX8	633218	385	36	170964	35100	0	1	0	0	50	1	3334122	2.722063e-01	1
COX15	422578	304	12	165726	50220	0	1	1	0	50	3	3803436	2.725500e-01	1
HOXD4	245316	874	13	95256	29808	0	1	0	0	50	3	2726244	2.732826e-01	1
BPIL3	515931	491	46	178254	51300	0	1	0	0	50	2	3347406	2.735480e-01	1
SEMG2	842540	324	25	228420	56538	0	1	0	0	50	1	3460374	2.739159e-01	1
TGFBR2	80018	417	-9	231120	61614	0	1	0	0	50	0	3293460	2.751899e-01	1
KLHL3	406828	409	26	232740	62100	0	1	0	0	50	1	4090662	2.761872e-01	1
TOR1AIP1	470940	364	5	225882	63774	0	1	0	0	50	0	3409668	2.763849e-01	1
CYP1A1	746043	199	41	196182	57024	0	1	0	0	50	1	3328560	2.771772e-01	1
HS3ST2	432670	708	14	135972	43848	0	1	0	0	50	2	3238650	2.777998e-01	1
CD3EAP	1259254	191	39	190296	59670	0	1	0	0	50	1	3307986	2.779008e-01	1
ZNF774	1110178	139	33	190134	47034	0	1	0	0	50	1	3039984	2.779261e-01	1
MYCN	169653	1491	-12	172152	54486	0	1	0	0	50	1	3789720	2.781220e-01	1
FAAH2	91305	NaN	-6	207522	57996	0	1	0	0	50	1	3265920	2.789421e-01	1
TMEM161B	96521	1090	3	191862	52434	0	1	0	0	50	1	2566296	2.789577e-01	1
SERPINA12	278548	858	13	160974	43632	0	1	0	0	50	1	2522070	2.794427e-01	1
ZBTB9	1397665	236	31	172908	58104	0	1	0	0	50	1	3087288	2.794520e-01	1
GABRA4	104768	839	15	214488	60426	0	1	0	0	50	0	2889108	2.798476e-01	1
C1RL	2422791	224	38	187488	53244	0	1	0	0	50	0	2691954	2.798788e-01	1
FMO3	395042	1004	-11	209628	54594	0	1	0	0	50	2	3244212	2.799608e-01	1
AP4M1	1401098	205	46	176472	53568	0	1	0	0	50	2	3781134	2.806964e-01	1
HAPLN1	220863	552	-9	137052	38070	0	1	0	0	50	4	3363336	2.815531e-01	1
RNF180	56176	941	-5	236088	60210	0	1	0	0	50	0	2945430	2.818140e-01	1
PRKAA2	39631	514	-5	216594	57672	0	1	0	0	50	1	3497310	2.821805e-01	1
TMEM104	1005466	320	19	189972	57402	0	1	0	0	50	0	3002886	2.823650e-01	1
LRRCC1	99309	1450	-7	415962	97740	0	1	0	0	50	0	3563568	2.827763e-01	1
KCNK2	363438	818	-28	169128	49086	0	1	0	0	50	1	2742552	2.832876e-01	1
COBL	133439	509	-22	475092	146016	0	1	0	0	50	3	4090500	2.833363e-01	1
ARHGEF18	613770	308	30	449658	133218	0	2	0	0	50	1	3326508	2.849555e-01	1
LRTOMT	731498	267	60	183330	58536	0	1	0	0	50	0	2760210	2.850721e-01	1
ZNF707	2198262	229	33	143748	39636	0	1	0	0	50	2	3278070	2.852052e-01	1
CYP7A1	200469	608	11	197208	51786	0	1	0	0	50	2	3474198	2.856699e-01	1
ERCC6	NaN	NaN	NaN	581580	157464	0	2	0	0	50	6	6171120	2.866845e-01	1
RASSF8	143649	396	4	169020	44658	0	1	0	0	50	1	2580822	2.869610e-01	1
RGMA	243187	484	-19	173772	54162	0	1	0	0	50	1	3332826	2.873502e-01	1
GPR78	96216	471	31	129816	48384	0	1	0	0	50	2	3303018	2.876218e-01	1
SMCR7	925111	223	18	182250	46494	0	1	0	0	50	0	3048570	2.880238e-01	1
SEL1L3	247887	575	54	445824	119718	0	1	0	0	50	0	2367846	2.885972e-01	1
IRF4	208360	631	48	177714	47142	0	1	0	0	50	0	2646648	2.892442e-01	1
UBR7	325787	222	35	175176	38340	0	1	0	0	50	1	2714688	2.895769e-01	1
XK	115395	NaN	11	168480	49410	0	1	0	0	50	2	3098790	2.895961e-01	1
TMEM184A	595899	243	38	158490	47574	0	1	0	0	50	2	3352860	2.898011e-01	1
CDX4	221528	NaN	-13	108378	31266	0	1	0	0	50	3	2451600	2.898961e-01	1
RNF25	1033606	269	43	177660	52704	0	1	0	0	50	2	3546612	2.901464e-01	1
ARHGAP33	1151198	321	30	474714	164214	0	1	0	0	50	0	2897262	2.903962e-01	1
FNBP1L	621313	224	2	250128	57672	0	1	0	0	50	0	3110346	2.905673e-01	1
OR10C1	404210	854	21	112482	39474	0	1	0	0	50	3	2520450	2.912949e-01	1
NAALADL1	3267059	207	46	283716	87750	0	1	0	0	32	1	1902258	2.919260e-01	1
DBX1	175444	453	-5	140778	47304	0	1	0	0	50	1	2928258	2.920289e-01	1
ACTBL2	160055	456	3	141588	41958	0	1	0	0	50	3	2772414	2.925061e-01	1
DCAF10	477149	524	35	209898	66474	0	1	0	0	50	0	3149604	2.928691e-01	1
C8B	38776	713	-12	234954	60210	0	1	0	0	50	3	4505814	2.939815e-01	1
RNF39	1820240	496	30	154116	53082	0	1	0	0	50	0	2865510	2.945567e-01	1
YARS2	302215	238	-4	179820	55404	0	1	0	0	50	1	3143178	2.948588e-01	1
LGSN	255425	359	-9	200340	49788	0	1	0	0	50	2	3281580	2.961589e-01	1
CTPS2	295447	NaN	30	236250	60696	0	1	0	0	50	1	3441258	2.961861e-01	1
DNAH11	118223	671	8	1782648	468990	0	4	0	0	47	0	3792258	2.962402e-01	1
CCDC65	1696692	214	56	192672	47574	0	1	0	0	50	2	2900394	2.962786e-01	1
CENPI	426524	NaN	26	305856	75330	0	1	0	0	50	0	3485970	2.982985e-01	1
RBM10	819569	NaN	38	365688	101034	0	2	0	0	50	1	2514402	2.984925e-01	1
ONECUT1	294072	514	18	174636	52488	0	1	0	0	50	1	3210948	2.984964e-01	1
AKAP13	230754	454	17	1097766	304506	0	3	0	0	50	0	3178980	2.992266e-01	1
PRKAR1A	662487	313	-28	151038	41094	0	1	0	0	50	4	3270132	2.992645e-01	1
SVOPL	256342	480	9	191376	57294	0	1	0	0	50	1	3098844	2.995034e-01	1
SHH	213448	634	23	169020	57618	0	1	0	0	50	0	3021840	2.997482e-01	1
TFAP2C	280847	442	-44	171396	51678	0	1	1	0	50	1	2966760	2.998113e-01	1
ZNF844	NaN	NaN	NaN	261090	65016	0	1	0	0	50	6	6078672	2.998153e-01	1
CYP4F2	825892	575	15	204228	56592	0	1	0	0	50	1	3361392	2.999184e-01	1
FAM155A	73040	1144	-37	174960	49410	0	1	0	0	50	2	3423168	3.000311e-01	1
MKRN3	94496	904	-55	191376	55512	0	1	0	0	50	0	2596914	3.001249e-01	1
GPATCH4	2049505	180	37	153684	36828	0	1	0	0	50	3	2893536	3.005549e-01	1
